	BLASTX_swissprot
TRINITY_DN9231_c1_g1	.
TRINITY_DN6100_c0_g1	.
TRINITY_DN8843_c1_g1	"SAU64_ARATH^SAU64_ARATH^Q:114-515,H:1-140^53.571%ID^E:3.08e-45^RecName: Full=Auxin-responsive protein SAUR64 {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN7886_c4_g2	.
TRINITY_DN9175_c5_g2	"PER1_ARAHY^PER1_ARAHY^Q:1085-198,H:21-316^77.365%ID^E:2.79e-153^RecName: Full=Cationic peroxidase 1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; Dalbergieae; Arachis"
TRINITY_DN6287_c2_g2	"SCT_ARATH^SCT_ARATH^Q:1618-197,H:1-461^43.478%ID^E:3.21e-119^RecName: Full=Spermidine coumaroyl-CoA acyltransferase {ECO:0000303|PubMed:19168716};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN8254_c1_g1	"SGT2_SOYBN^SGT2_SOYBN^Q:138-1610,H:1-491^45.363%ID^E:4.01e-143^RecName: Full=Soyasapogenol B glucuronide galactosyltransferase;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; Phaseoleae; Glycine; Soja"
TRINITY_DN6292_c3_g5	.
TRINITY_DN7036_c0_g1	"UCRIA_WHEAT^UCRIA_WHEAT^Q:38-211,H:33-90^70.69%ID^E:2.54e-20^RecName: Full=Cytochrome b6-f complex iron-sulfur subunit, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Poales; Poaceae; BOP clade; Pooideae; Triticodae; Triticeae; Triticinae; Triticum"
TRINITY_DN4075_c0_g1	.
TRINITY_DN9127_c5_g3	"LRK91_ARATH^LRK91_ARATH^Q:1-867,H:333-624^65.411%ID^E:9.3e-119^RecName: Full=L-type lectin-domain containing receptor kinase IX.1 {ECO:0000303|PubMed:19773388};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN9120_c4_g1	"ARR14_ARATH^ARR14_ARATH^Q:1227-985,H:202-282^46.914%ID^E:3e-13^RecName: Full=Two-component response regulator ARR14;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN7777_c2_g3	.
TRINITY_DN6622_c2_g7	"AB1D_ARATH^AB1D_ARATH^Q:4335-313,H:1-1334^64.286%ID^E:0^RecName: Full=ABC transporter D family member 1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN5757_c3_g1	.
TRINITY_DN8388_c0_g1	"HSP12_MEDSA^HSP12_MEDSA^Q:3-248,H:77-158^85.366%ID^E:5.63e-46^RecName: Full=18.2 kDa class I heat shock protein;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; Trifolieae; Medicago"
TRINITY_DN5780_c1_g1	"ITN1_ARATH^ITN1_ARATH^Q:1217-2077,H:226-537^26.524%ID^E:1.48e-09^RecName: Full=Ankyrin repeat-containing protein ITN1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN9222_c3_g1	.
TRINITY_DN9505_c6_g2	"CML13_ARATH^CML13_ARATH^Q:500-273,H:21-99^59.494%ID^E:3.03e-23^RecName: Full=Probable calcium-binding protein CML13;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN6349_c1_g1	"UGT8_CATRO^UGT8_CATRO^Q:292-200,H:383-413^67.742%ID^E:1.24e-06^RecName: Full=7-deoxyloganetic acid glucosyltransferase;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Gentianales; Apocynaceae; Rauvolfioideae; Vinceae; Catharanthinae; Catharanthus"
TRINITY_DN2577_c0_g1	"FH3_ORYSJ^FH3_ORYSJ^Q:1016-945,H:1055-1078^95.833%ID^E:9.37e-06^RecName: Full=Formin-like protein 3;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Poales; Poaceae; BOP clade; Oryzoideae; Oryzeae; Oryzinae; Oryza; Oryza sativa"
TRINITY_DN8641_c4_g1	.
TRINITY_DN2306_c0_g1	.
TRINITY_DN9426_c1_g1	.
TRINITY_DN9221_c3_g1	"C71A1_PERAE^C71A1_PERAE^Q:2-733,H:250-497^54.032%ID^E:1.78e-95^RecName: Full=Cytochrome P450 71A1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Magnoliidae; Laurales; Lauraceae; Persea"
TRINITY_DN6965_c3_g1	.
TRINITY_DN6431_c0_g1	"HSP72_SOLLC^HSP72_SOLLC^Q:2-397,H:487-618^89.394%ID^E:1e-72^RecName: Full=Heat shock cognate 70 kDa protein 2;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Solanoideae; Solaneae; Solanum; Lycopersicon"
TRINITY_DN7905_c3_g2	"UBP12_ARATH^UBP12_ARATH^Q:1-288,H:104-205^64.706%ID^E:5.24e-34^RecName: Full=Ubiquitin carboxyl-terminal hydrolase 12;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN8330_c2_g2	.
TRINITY_DN9092_c2_g1	.
TRINITY_DN4078_c0_g1	"PITC_DICDI^PITC_DICDI^Q:399-1028,H:69-286^30.594%ID^E:1.78e-26^RecName: Full=Phosphatidylinositol transfer protein 3;^Eukaryota; Amoebozoa; Mycetozoa; Dictyostelids; Dictyosteliales; Dictyosteliaceae; Dictyostelium"
TRINITY_DN8504_c3_g3	"LIMYB_ARATH^LIMYB_ARATH^Q:94-540,H:164-308^24.161%ID^E:1.01e-09^RecName: Full=L10-interacting MYB domain-containing protein {ECO:0000303|PubMed:25707794};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`LIMYB_ARATH^LIMYB_ARATH^Q:103-588,H:4-163^21.341%ID^E:1.11e-06^RecName: Full=L10-interacting MYB domain-containing protein {ECO:0000303|PubMed:25707794};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN6745_c1_g3	"MO2_ARATH^MO2_ARATH^Q:1340-213,H:27-405^41.085%ID^E:3.14e-82^RecName: Full=Monooxygenase 2 {ECO:0000303|PubMed:10216258};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN8095_c0_g1	"C75A5_EUSER^C75A5_EUSER^Q:629-273,H:287-408^45.082%ID^E:2.83e-47^RecName: Full=Flavonoid 3',5'-hydroxylase;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Gentianales; Gentianaceae; Chironieae; Eustoma`C75A5_EUSER^C75A5_EUSER^Q:202-2,H:436-503^50%ID^E:2.83e-47^RecName: Full=Flavonoid 3',5'-hydroxylase;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Gentianales; Gentianaceae; Chironieae; Eustoma`C75A5_EUSER^C75A5_EUSER^Q:282-184,H:406-441^50%ID^E:2.83e-47^RecName: Full=Flavonoid 3',5'-hydroxylase;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Gentianales; Gentianaceae; Chironieae; Eustoma"
TRINITY_DN7361_c2_g2	"ECI2_ARATH^ECI2_ARATH^Q:60-755,H:1-233^65.665%ID^E:4.3e-88^RecName: Full=Enoyl-CoA delta isomerase 2, peroxisomal {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN459_c0_g1	.
TRINITY_DN5779_c5_g6	"IN37_SPIOL^IN37_SPIOL^Q:15-644,H:135-344^87.143%ID^E:2.1e-124^RecName: Full=2-methyl-6-phytyl-1,4-hydroquinone methyltransferase, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Chenopodiaceae; Chenopodioideae; Anserineae; Spinacia"
TRINITY_DN7154_c0_g4	"VAB_ARATH^VAB_ARATH^Q:201-1349,H:106-489^65.385%ID^E:1.78e-99^RecName: Full=VAN3-binding protein {ECO:0000303|PubMed:19363154};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN9321_c3_g1	"C82G1_ARATH^C82G1_ARATH^Q:1-525,H:344-515^57.714%ID^E:2.78e-68^RecName: Full=Cytochrome P450 82G1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN8473_c3_g1	"AB19A_PRUPE^AB19A_PRUPE^Q:173-3,H:1-57^66.667%ID^E:1.7e-19^RecName: Full=Auxin-binding protein ABP19a;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Rosales; Rosaceae; Amygdaloideae; Amygdaleae; Prunus"
TRINITY_DN6725_c1_g1	"BNM2C_BRANA^BNM2C_BRANA^Q:73-897,H:15-280^43.929%ID^E:2.11e-67^RecName: Full=BURP domain-containing protein BNM2C {ECO:0000303|PubMed:19714473};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Brassiceae; Brassica"
TRINITY_DN7998_c1_g1	.
TRINITY_DN8677_c6_g1	.
TRINITY_DN7913_c4_g1	.
TRINITY_DN11661_c0_g1	.
TRINITY_DN9698_c2_g1	"EPN1_ARATH^EPN1_ARATH^Q:38-829,H:211-470^47.08%ID^E:9.44e-37^RecName: Full=Clathrin interactor EPSIN 1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN5636_c0_g3	.
TRINITY_DN6431_c2_g3	.
TRINITY_DN9544_c1_g1	.
TRINITY_DN4711_c0_g1	.
TRINITY_DN5602_c0_g1	.
TRINITY_DN5615_c1_g2	"ZEUS1_ARATH^ZEUS1_ARATH^Q:157-20,H:218-263^52.174%ID^E:1.18e-06^RecName: Full=Thymidylate kinase {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN8470_c3_g6	"PMI11_ARATH^PMI11_ARATH^Q:179-3,H:6-65^43.333%ID^E:1.7e-06^RecName: Full=Pectinesterase inhibitor 11 {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN6344_c1_g1	.
TRINITY_DN8669_c0_g1	.
TRINITY_DN4024_c0_g2	.
TRINITY_DN9620_c5_g1	.
TRINITY_DN8885_c2_g1	.
TRINITY_DN16322_c0_g1	.
TRINITY_DN6593_c1_g1	"MYO11_ARATH^MYO11_ARATH^Q:2-571,H:284-487^55.502%ID^E:1.23e-57^RecName: Full=Myosin-11;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`MYO11_ARATH^MYO11_ARATH^Q:249-611,H:374-501^51.538%ID^E:5.25e-24^RecName: Full=Myosin-11;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN6426_c1_g1	"CDF2_ARATH^CDF2_ARATH^Q:1646-258,H:1-455^40.65%ID^E:2.8e-93^RecName: Full=Cyclic dof factor 2;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN6150_c4_g4	"PTR28_ARATH^PTR28_ARATH^Q:1773-103,H:17-569^64.695%ID^E:0^RecName: Full=Protein NRT1/ PTR FAMILY 5.6;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN7601_c0_g1	"DIR23_ARATH^DIR23_ARATH^Q:23-292,H:26-118^45.161%ID^E:8.25e-18^RecName: Full=Dirigent protein 23;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN9205_c6_g1	.
TRINITY_DN8400_c3_g1	.
TRINITY_DN7950_c1_g1	"E13L_TOBAC^E13L_TOBAC^Q:23-928,H:5-302^36.634%ID^E:7.56e-66^RecName: Full=Glucan endo-1,3-beta-glucosidase, acidic isoform GL153;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Nicotianoideae; Nicotianeae; Nicotiana"
TRINITY_DN9558_c3_g1	"LFS_ALLCE^LFS_ALLCE^Q:726-268,H:20-169^33.117%ID^E:1.42e-22^RecName: Full=Lachrymatory-factor synthase;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Asparagales; Amaryllidaceae; Allioideae; Allieae; Allium"
TRINITY_DN8492_c2_g1	.
TRINITY_DN7849_c1_g1	"C71BA_ARATH^C71BA_ARATH^Q:1620-253,H:39-499^55.844%ID^E:0^RecName: Full=Cytochrome P450 71B10;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN9771_c2_g1	.
TRINITY_DN6999_c2_g2	.
TRINITY_DN6907_c1_g2	.
TRINITY_DN6553_c5_g4	.
TRINITY_DN6309_c2_g5	"ALFP3_ARATH^ALFP3_ARATH^Q:408-1,H:1-133^78.102%ID^E:5.8e-64^RecName: Full=Fructose-bisphosphate aldolase 3, chloroplastic {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN8983_c1_g1	"ALFP3_ARATH^ALFP3_ARATH^Q:6-335,H:282-391^85.455%ID^E:3e-53^RecName: Full=Fructose-bisphosphate aldolase 3, chloroplastic {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN7377_c0_g1	"BAD1_ARATH^BAD1_ARATH^Q:151-1221,H:11-373^28.15%ID^E:4.38e-33^RecName: Full=Ankyrin repeat-containing protein BDA1 {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN7174_c2_g2	.
TRINITY_DN8320_c0_g1	.
TRINITY_DN6140_c2_g1	"EIX2_SOLLC^EIX2_SOLLC^Q:164-685,H:36-208^43.429%ID^E:1.73e-36^RecName: Full=Receptor-like protein EIX2 {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Solanoideae; Solaneae; Solanum; Lycopersicon`EIX2_SOLLC^EIX2_SOLLC^Q:679-975,H:905-1001^32.323%ID^E:4.33e-11^RecName: Full=Receptor-like protein EIX2 {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Solanoideae; Solaneae; Solanum; Lycopersicon`EIX2_SOLLC^EIX2_SOLLC^Q:392-646,H:818-900^32.941%ID^E:4.33e-11^RecName: Full=Receptor-like protein EIX2 {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Solanoideae; Solaneae; Solanum; Lycopersicon"
TRINITY_DN8789_c6_g1	"YL154_YEAST^YL154_YEAST^Q:205-327,H:9-49^60.976%ID^E:6.93e-09^RecName: Full=Uncharacterized protein YLR154C-G;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces"
TRINITY_DN9569_c0_g1	"FERON_ARATH^FERON_ARATH^Q:1-411,H:217-355^56.429%ID^E:8.79e-49^RecName: Full=Receptor-like protein kinase FERONIA;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN9267_c4_g1	"BSP_BOSSE^BSP_BOSSE^Q:521-697,H:17-59^54.237%ID^E:2.16e-11^RecName: Full=Basic secretory protease {ECO:0000303|PubMed:22773449};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Sapindales; Burseraceae; Boswellia"
TRINITY_DN7174_c2_g1	"PUB28_ARATH^PUB28_ARATH^Q:441-61,H:262-387^46.457%ID^E:8.57e-31^RecName: Full=U-box domain-containing protein 28;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN3983_c0_g1	"PRB1_TOBAC^PRB1_TOBAC^Q:17-490,H:4-159^60.759%ID^E:3.63e-66^RecName: Full=Basic form of pathogenesis-related protein 1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Nicotianoideae; Nicotianeae; Nicotiana"
TRINITY_DN9121_c1_g1	.
TRINITY_DN8385_c1_g2	.
TRINITY_DN6747_c1_g1	"RLP15_ARATH^RLP15_ARATH^Q:1-2469,H:106-945^38.47%ID^E:1.64e-137^RecName: Full=Receptor-like protein 15 {ECO:0000303|PubMed:18434605};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN4696_c0_g1	"RNHX1_ARATH^RNHX1_ARATH^Q:1203-637,H:176-357^30%ID^E:1.85e-06^RecName: Full=Putative ribonuclease H protein At1g65750;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN2386_c0_g1	"FTSH6_ARATH^FTSH6_ARATH^Q:1-918,H:366-671^85.621%ID^E:0^RecName: Full=ATP-dependent zinc metalloprotease FTSH 6, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN9583_c1_g2	.
TRINITY_DN7796_c2_g12	.
TRINITY_DN6712_c2_g1	"MT3_ACTDE^MT3_ACTDE^Q:141-326,H:1-62^74.603%ID^E:2.63e-22^RecName: Full=Metallothionein-like protein type 3;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; Ericales; Actinidiaceae; Actinidia"
TRINITY_DN9353_c3_g1	.
TRINITY_DN8704_c1_g1	"CDKA1_ORYSJ^CDKA1_ORYSJ^Q:2-331,H:191-290^48.182%ID^E:3.78e-23^RecName: Full=Cyclin-dependent kinase A-1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Poales; Poaceae; BOP clade; Oryzoideae; Oryzeae; Oryzinae; Oryza; Oryza sativa"
TRINITY_DN6853_c0_g1	.
TRINITY_DN6231_c4_g1	.
TRINITY_DN6759_c5_g3	"CRK10_ARATH^CRK10_ARATH^Q:1-759,H:414-669^58.594%ID^E:2.43e-106^RecName: Full=Cysteine-rich receptor-like protein kinase 10;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN6138_c1_g5	"RK24_TOBAC^RK24_TOBAC^Q:144-19,H:17-58^69.048%ID^E:3.05e-11^RecName: Full=50S ribosomal protein L24, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Nicotianoideae; Nicotianeae; Nicotiana"
TRINITY_DN8907_c7_g1	"AKR1_SOYBN^AKR1_SOYBN^Q:221-1243,H:2-341^64.809%ID^E:3.66e-164^RecName: Full=Probable aldo-keto reductase 1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; Phaseoleae; Glycine; Soja"
TRINITY_DN7514_c0_g1	"TAR1_YEAST^TAR1_YEAST^Q:317-51,H:22-109^68.539%ID^E:1.47e-29^RecName: Full=Protein TAR1;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces"
TRINITY_DN9528_c3_g1	"GLIP1_ARATH^GLIP1_ARATH^Q:132-1211,H:12-373^46.027%ID^E:3.18e-103^RecName: Full=GDSL esterase/lipase 1 {ECO:0000303|PubMed:16126835};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN8603_c3_g1	"GRF1_ORYSJ^GRF1_ORYSJ^Q:471-698,H:322-385^36.842%ID^E:3.22e-07^RecName: Full=Growth-regulating factor 1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Poales; Poaceae; BOP clade; Oryzoideae; Oryzeae; Oryzinae; Oryza; Oryza sativa"
TRINITY_DN7035_c2_g2	.
TRINITY_DN6439_c5_g3	.
TRINITY_DN6510_c1_g1	.
TRINITY_DN5823_c0_g2	.
TRINITY_DN16742_c0_g1	.
TRINITY_DN9495_c1_g1	.
