#gene_id	sprot_Top_BLASTX_hit
TRINITY_DN21839_c1_g1	HHT1_ARATH^HHT1_ARATH^Q:1405-182,H:31-427^33.09%ID^E:5.68e-60^RecName: Full=Omega-hydroxypalmitate O-feruloyl transferase;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN21839_c1_g5	.
TRINITY_DN21839_c1_g6	EF102_ARATH^EF102_ARATH^Q:137-844,H:66-300^42.683%ID^E:4.93e-40^RecName: Full=Ethylene-responsive transcription factor 5;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN21872_c0_g1	.
TRINITY_DN21824_c8_g1	.
TRINITY_DN21836_c1_g2	.
TRINITY_DN21876_c2_g4	GCL1_ARATH^GCL1_ARATH^Q:565-221,H:2-127^49.206%ID^E:3.86e-27^RecName: Full=LanC-like protein GCL1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN21801_c2_g8	.
TRINITY_DN21853_c0_g1	.
TRINITY_DN21883_c3_g1	.
TRINITY_DN21883_c4_g6	YP20_BACLI^YP20_BACLI^Q:1240-752,H:9-175^31.25%ID^E:6.44e-15^RecName: Full=Uncharacterized N-acetyltransferase p20;^Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus
TRINITY_DN21818_c6_g1	.
TRINITY_DN21849_c2_g1	.
TRINITY_DN21830_c1_g12	.
TRINITY_DN21803_c1_g1	.
TRINITY_DN21803_c1_g2	.
TRINITY_DN21850_c1_g5	.
TRINITY_DN21838_c2_g2	.
TRINITY_DN21884_c1_g4	.
TRINITY_DN21802_c4_g1	RH35A_ORYSJ^RH35A_ORYSJ^Q:1240-2,H:125-535^68.99%ID^E:0^RecName: Full=DEAD-box ATP-dependent RNA helicase 35A;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Poales; Poaceae; BOP clade; Oryzoideae; Oryzeae; Oryzinae; Oryza; Oryza sativa
TRINITY_DN21837_c5_g1	.
TRINITY_DN21888_c1_g1	.
TRINITY_DN21890_c1_g1	.
TRINITY_DN21890_c2_g2	.
TRINITY_DN21815_c3_g2	.
TRINITY_DN21848_c2_g1	CHLI_TOBAC^CHLI_TOBAC^Q:1503-325,H:35-426^84.224%ID^E:0^RecName: Full=Magnesium-chelatase subunit ChlI, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Nicotianoideae; Nicotianeae; Nicotiana
TRINITY_DN21871_c1_g4	.
TRINITY_DN21811_c0_g3	.
TRINITY_DN21811_c0_g4	.
TRINITY_DN21887_c2_g6	FATA2_ARATH^FATA2_ARATH^Q:557-417,H:322-367^57.447%ID^E:9.32e-11^RecName: Full=Oleoyl-acyl carrier protein thioesterase 2, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`FATA2_ARATH^FATA2_ARATH^Q:664-593,H:278-301^66.667%ID^E:9.32e-11^RecName: Full=Oleoyl-acyl carrier protein thioesterase 2, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN21827_c5_g1	C3H49_ORYSJ^C3H49_ORYSJ^Q:164-991,H:1-276^90.58%ID^E:0^RecName: Full=Zinc finger CCCH domain-containing protein 49;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Poales; Poaceae; BOP clade; Oryzoideae; Oryzeae; Oryzinae; Oryza; Oryza sativa
TRINITY_DN21834_c0_g3	PDX1_HEVBR^PDX1_HEVBR^Q:3-281,H:217-309^95.699%ID^E:5.33e-35^RecName: Full=Probable pyridoxal 5'-phosphate synthase subunit PDX1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Malpighiales; Euphorbiaceae; Crotonoideae; Micrandreae; Hevea
TRINITY_DN21819_c2_g2	.
TRINITY_DN21819_c2_g6	.
TRINITY_DN22507_c1_g1	PR2E1_ORYSJ^PR2E1_ORYSJ^Q:627-151,H:73-232^77.5%ID^E:2.18e-86^RecName: Full=Peroxiredoxin-2E-1, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Poales; Poaceae; BOP clade; Oryzoideae; Oryzeae; Oryzinae; Oryza; Oryza sativa
TRINITY_DN22558_c0_g3	RR20_ARATH^RR20_ARATH^Q:724-335,H:61-187^73.282%ID^E:2.38e-39^RecName: Full=30S ribosomal protein S20, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN22558_c0_g4	.
TRINITY_DN22506_c2_g1	.
TRINITY_DN22506_c4_g6	PUB1_MEDTR^PUB1_MEDTR^Q:2-1573,H:73-603^68.785%ID^E:0^RecName: Full=U-box domain-containing protein 1 {ECO:0000303|PubMed:20971894};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; Trifolieae; Medicago`PUB1_MEDTR^PUB1_MEDTR^Q:1784-1521,H:600-694^70.103%ID^E:5.13e-26^RecName: Full=U-box domain-containing protein 1 {ECO:0000303|PubMed:20971894};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; Trifolieae; Medicago
TRINITY_DN22520_c1_g2	.
TRINITY_DN22550_c2_g5	.
TRINITY_DN22551_c4_g2	TSJT1_TOBAC^TSJT1_TOBAC^Q:889-440,H:1-148^42.667%ID^E:5.04e-31^RecName: Full=Stem-specific protein TSJT1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Nicotianoideae; Nicotianeae; Nicotiana
TRINITY_DN22522_c0_g1	GATA9_ARATH^GATA9_ARATH^Q:1392-553,H:25-261^36.806%ID^E:5.49e-39^RecName: Full=GATA transcription factor 9;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN22593_c6_g1	.
TRINITY_DN22564_c1_g1	.
TRINITY_DN22531_c1_g2	Y3471_ARATH^Y3471_ARATH^Q:2-358,H:909-1017^41.667%ID^E:8.87e-21^RecName: Full=Putative receptor-like protein kinase At3g47110;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN22590_c1_g3	E13B_HEVBR^E13B_HEVBR^Q:2-439,H:208-352^67.123%ID^E:2.26e-61^RecName: Full=Glucan endo-1,3-beta-glucosidase, basic vacuolar isoform;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Malpighiales; Euphorbiaceae; Crotonoideae; Micrandreae; Hevea
TRINITY_DN22524_c0_g1	.
TRINITY_DN22543_c6_g3	AGL9_PETHY^AGL9_PETHY^Q:620-147,H:1-158^94.937%ID^E:8.94e-105^RecName: Full=Agamous-like MADS-box protein AGL9 homolog;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Petunioideae; Petunia
TRINITY_DN22543_c7_g1	.
TRINITY_DN22543_c7_g4	.
TRINITY_DN22543_c8_g1	VAB_ARATH^VAB_ARATH^Q:34-1398,H:30-489^62.607%ID^E:8.99e-110^RecName: Full=VAN3-binding protein {ECO:0000303|PubMed:19363154};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN22501_c4_g1	.
TRINITY_DN22569_c0_g4	AB29G_ARATH^AB29G_ARATH^Q:1978-296,H:858-1416^80.036%ID^E:0^RecName: Full=ABC transporter G family member 29;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`AB29G_ARATH^AB29G_ARATH^Q:1978-494,H:179-710^25.139%ID^E:2.31e-33^RecName: Full=ABC transporter G family member 29;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN22537_c3_g1	PGLR_VITVI^PGLR_VITVI^Q:3-113,H:218-254^62.162%ID^E:1.8e-09^RecName: Full=Probable polygalacturonase;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; Vitales; Vitaceae; Vitis
TRINITY_DN22527_c3_g3	.
TRINITY_DN22527_c3_g5	.
TRINITY_DN22549_c3_g4	.
TRINITY_DN22504_c3_g7	LRR1_CAPAN^LRR1_CAPAN^Q:91-495,H:6-139^69.63%ID^E:7.57e-58^RecName: Full=Leucine-rich repeat protein 1 {ECO:0000303|PubMed:14984927};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Solanoideae; Capsiceae; Capsicum
TRINITY_DN22578_c0_g2	CDP1_ARATH^CDP1_ARATH^Q:406-612,H:66-141^50%ID^E:5.3e-15^RecName: Full=Plastid division protein CDP1, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN22600_c5_g1	DNJ11_ARATH^DNJ11_ARATH^Q:326-619,H:63-161^48.544%ID^E:4.38e-20^RecName: Full=Chaperone protein dnaJ 11, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN21557_c2_g1	BZR2_ARATH^BZR2_ARATH^Q:158-1048,H:22-334^66.242%ID^E:4.05e-86^RecName: Full=Protein BRASSINAZOLE-RESISTANT 2 {ECO:0000303|PubMed:11970900};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN21551_c4_g3	Y3037_ARATH^Y3037_ARATH^Q:977-141,H:490-772^68.198%ID^E:5.53e-133^RecName: Full=Probable inactive leucine-rich repeat receptor-like protein kinase At3g03770;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN21588_c2_g1	PIF1_BDEBA^PIF1_BDEBA^Q:492-10,H:249-406^34.756%ID^E:1.06e-13^RecName: Full=ATP-dependent DNA helicase pif1;^Bacteria; Proteobacteria; Oligoflexia; Bdellovibrionales; Bdellovibrionaceae; Bdellovibrio
TRINITY_DN21579_c4_g3	.
TRINITY_DN21579_c4_g4	MGDG3_ARATH^MGDG3_ARATH^Q:3-83,H:387-413^92.593%ID^E:2.95e-08^RecName: Full=Monogalactosyldiacylglycerol synthase 3, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN21569_c0_g1	EF118_ARATH^EF118_ARATH^Q:598-185,H:36-163^46.897%ID^E:1.4e-18^RecName: Full=Ethylene-responsive transcription factor ERF118;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN21569_c0_g1	EF118_ARATH^EF118_ARATH^Q:598-185,H:36-163^46.897%ID^E:1.4e-18^RecName: Full=Ethylene-responsive transcription factor ERF118;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN21569_c1_g1	.
TRINITY_DN21569_c3_g1	CML23_ORYSJ^CML23_ORYSJ^Q:276-1,H:6-106^47.525%ID^E:1.13e-14^RecName: Full=Putative calcium-binding protein CML23;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Poales; Poaceae; BOP clade; Oryzoideae; Oryzeae; Oryzinae; Oryza; Oryza sativa
TRINITY_DN21600_c2_g1	C81E9_MEDTR^C81E9_MEDTR^Q:301-900,H:42-244^53.695%ID^E:1.71e-69^RecName: Full=Isoflavone 3'-hydroxylase {ECO:0000303|PubMed:14617078};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; Trifolieae; Medicago
TRINITY_DN21503_c0_g1	HS181_ARATH^HS181_ARATH^Q:845-360,H:1-159^75.309%ID^E:2.74e-62^RecName: Full=18.1 kDa class I heat shock protein;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN21503_c0_g3	HS181_ARATH^HS181_ARATH^Q:244-561,H:10-115^62.617%ID^E:3.09e-35^RecName: Full=18.1 kDa class I heat shock protein;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN21503_c0_g6	HSP14_SOYBN^HSP14_SOYBN^Q:302-6,H:1-91^69.697%ID^E:7.57e-28^RecName: Full=17.5 kDa class I heat shock protein;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; Phaseoleae; Glycine; Soja
TRINITY_DN21503_c0_g8	HS181_ARATH^HS181_ARATH^Q:1-204,H:92-159^82.353%ID^E:1.31e-23^RecName: Full=18.1 kDa class I heat shock protein;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN21503_c0_g11	HSP11_SOYBN^HSP11_SOYBN^Q:106-387,H:1-85^72.34%ID^E:1.95e-35^RecName: Full=17.3 kDa class I heat shock protein;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; Phaseoleae; Glycine; Soja
TRINITY_DN21576_c1_g1	JAL3_ARATH^JAL3_ARATH^Q:108-968,H:241-582^34.104%ID^E:1.85e-47^RecName: Full=Jacalin-related lectin 3;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`JAL3_ARATH^JAL3_ARATH^Q:546-1259,H:242-536^35.354%ID^E:5.53e-41^RecName: Full=Jacalin-related lectin 3;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`JAL3_ARATH^JAL3_ARATH^Q:546-968,H:15-154^48.592%ID^E:1.65e-31^RecName: Full=Jacalin-related lectin 3;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`JAL3_ARATH^JAL3_ARATH^Q:90-533,H:8-155^45.695%ID^E:1.18e-28^RecName: Full=Jacalin-related lectin 3;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`JAL3_ARATH^JAL3_ARATH^Q:984-1265,H:15-110^57.292%ID^E:7.76e-18^RecName: Full=Jacalin-related lectin 3;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`JAL3_ARATH^JAL3_ARATH^Q:981-1265,H:241-337^39.796%ID^E:3.12e-10^RecName: Full=Jacalin-related lectin 3;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN21576_c1_g2	Y4370_ARATH^Y4370_ARATH^Q:404-249,H:257-308^71.154%ID^E:2.2e-19^RecName: Full=DUF21 domain-containing protein At4g33700;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN21565_c0_g2	C98A2_SOYBN^C98A2_SOYBN^Q:16-96,H:480-506^70.37%ID^E:1.5e-06^RecName: Full=Cytochrome P450 98A2;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; Phaseoleae; Glycine; Soja
TRINITY_DN21567_c2_g1	AB3C_ARATH^AB3C_ARATH^Q:627-268,H:941-1063^65.854%ID^E:5.83e-34^RecName: Full=ABC transporter C family member 3;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN21567_c2_g1	AB3C_ARATH^AB3C_ARATH^Q:627-268,H:941-1063^65.854%ID^E:5.83e-34^RecName: Full=ABC transporter C family member 3;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN21567_c2_g2	AB7C_ARATH^AB7C_ARATH^Q:2-244,H:832-903^41.975%ID^E:5.42e-11^RecName: Full=ABC transporter C family member 7;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN21567_c2_g3	AB3C_ARATH^AB3C_ARATH^Q:356-3,H:941-1058^78.814%ID^E:5.03e-48^RecName: Full=ABC transporter C family member 3;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN21549_c0_g1	LACS2_ARATH^LACS2_ARATH^Q:570-67,H:11-178^66.667%ID^E:2.65e-77^RecName: Full=Long chain acyl-CoA synthetase 2;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN21537_c3_g1	IQM2_ARATH^IQM2_ARATH^Q:619-410,H:508-577^80%ID^E:1.02e-28^RecName: Full=IQ domain-containing protein IQM2 {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN21594_c1_g1	PMA8_ARATH^PMA8_ARATH^Q:6-656,H:736-948^82.028%ID^E:3.08e-108^RecName: Full=ATPase 8, plasma membrane-type;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN21513_c1_g1	.
TRINITY_DN21501_c3_g2	.
TRINITY_DN21542_c2_g1	DYL1_RAT^DYL1_RAT^Q:101-514,H:5-87^28.261%ID^E:1.45e-09^RecName: Full=Dynein light chain 1, cytoplasmic;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus
TRINITY_DN21586_c3_g1	.
TRINITY_DN21517_c2_g4	U74F1_ARATH^U74F1_ARATH^Q:3-236,H:370-448^60.759%ID^E:3.89e-24^RecName: Full=UDP-glycosyltransferase 74F1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN21541_c3_g3	.
TRINITY_DN21528_c6_g3	.
TRINITY_DN21504_c4_g3	FBK22_ARATH^FBK22_ARATH^Q:793-2064,H:18-434^71.934%ID^E:0^RecName: Full=F-box/kelch-repeat protein At1g55270;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN21504_c4_g5	.
TRINITY_DN21504_c4_g6	.
TRINITY_DN21573_c0_g3	AATP3_ARATH^AATP3_ARATH^Q:1553-288,H:29-453^61.268%ID^E:1.89e-180^RecName: Full=AAA-ATPase At2g18193;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN21583_c2_g2	.
TRINITY_DN21578_c0_g1	.
TRINITY_DN21555_c3_g2	.
TRINITY_DN21566_c1_g2	BGL09_ARATH^BGL09_ARATH^Q:13-192,H:371-426^43.333%ID^E:6.15e-06^RecName: Full=Beta-glucosidase 9;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN21566_c1_g5	BGL22_ORYSJ^BGL22_ORYSJ^Q:288-127,H:458-511^68.519%ID^E:9.69e-16^RecName: Full=Beta-glucosidase 22;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Poales; Poaceae; BOP clade; Oryzoideae; Oryzeae; Oryzinae; Oryza; Oryza sativa
TRINITY_DN21574_c2_g6	ZFP10_ARATH^ZFP10_ARATH^Q:335-541,H:7-71^68.116%ID^E:4.19e-24^RecName: Full=Zinc finger protein 10 {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN21587_c0_g1	STR4_ARATH^STR4_ARATH^Q:573-791,H:296-368^76.712%ID^E:3.08e-29^RecName: Full=Rhodanese-like domain-containing protein 4, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN26917_c3_g1	.
TRINITY_DN26917_c3_g4	.
TRINITY_DN26914_c3_g3	.
TRINITY_DN26981_c2_g3	GRIP4_ARATH^GRIP4_ARATH^Q:573-10,H:188-376^49.735%ID^E:4.11e-63^RecName: Full=GDSL esterase/lipase 4;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
